SOC Group,SOC Code,SOC Title,title_lower,SOC Definition,From Occupation Data,50 highest-paying jobs in America,Highest-paying jobs for high school graduates,Highest paying jobs in education,50 fastest-growing jobs for the future,Fastest-growing jobs that pay over $100K,Generated,Stacker Description
Detailed,47-3016,Helpers--Roofers,helpers--roofers,"Help roofers by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment. Construction laborers who do not primarily assist roofers are classified under “Construction Laborers” (47-2061). Apprentice workers are classified with the appropriate skilled construction trade occupation (47-2011 through 47-2231).","Help roofers by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",,,,,,,"Roofing helpers support professional roofers by carrying materials, setting up equipment, and maintaining clean, safe work areas. They assist with installing shingles, tiles, and other roofing materials while learning proper safety procedures for working at heights. This demanding but essential role provides foundational experience for those interested in pursuing careers in the roofing industry."
Detailed,47-3019,"Helpers, Construction Trades, All Other","helpers, construction trades, all other",All construction trades helpers not listed separately.,All construction trades helpers not listed separately.,,,,,,,"Construction helpers work across various building trades, providing essential support to skilled workers in carpentry, masonry, electrical work, and other specialties. They perform basic tasks like material preparation, site cleanup, and equipment maintenance. These versatile positions offer exposure to multiple construction disciplines and serve as entry points into the building trades industry."
Detailed,47-4011,Construction and Building Inspectors,construction and building inspectors,"Inspect structures using engineering skills to determine structural soundness and compliance with specifications, building codes, and other regulations. Inspections may be general in nature or may be limited to a specific area, such as electrical systems or plumbing.","Inspect structures using engineering skills to determine structural soundness and compliance with specifications, building codes, and other regulations. Inspections may be general in nature or may be limited to a specific area, such as electrical systems or plumbing.",,"<p>Anyone who's ever watched a home renovation TV show knows that passing inspection is a crucial part of the process, and a construction and building inspector needs to sign off on a home before construction can be considered complete. No college degree is required to become an inspector, but you might need to become licensed or certified by your city or state.</p>",,,,,"Construction and building inspectors ensure that structures meet safety codes, zoning regulations, and building standards. They examine foundations, framing, electrical systems, plumbing, and other components during various construction phases. These professionals protect public safety by identifying code violations and ensuring compliance with local, state, and federal regulations before issuing occupancy permits."
Detailed,47-4021,Elevator and Escalator Installers and Repairers,elevator and escalator installers and repairers,"Assemble, install, repair, or maintain electric or hydraulic freight or passenger elevators, escalators, or dumbwaiters.","Assemble, install, repair, or maintain electric or hydraulic freight or passenger elevators, escalators, or dumbwaiters.",,"<p>Elevator and escalator installers and repairers work on the elevators and escalators in residential buildings, offices, malls, airports, and all other locations. After learning the skills they need through an apprenticeship, most of these workers will also have to become licensed through their state.</p>",,,,,"Elevator and escalator installers and repairers keep vertical transportation systems running safely in buildings across America. These skilled technicians assemble new units, perform routine maintenance, and respond to emergency breakdowns. The work requires technical expertise with electrical and hydraulic systems, plus the ability to work in confined spaces and at heights. Most workers complete apprenticeships combining classroom instruction with hands-on training."
Detailed,47-4031,Fence Erectors,fence erectors,"Erect and repair fences and fence gates, using hand and power tools.","Erect and repair fences and fence gates, using hand and power tools.",,,,,,,"Fence erectors install and repair barriers for residential, commercial, and industrial properties. They work with various materials including wood, vinyl, chain link, and ornamental iron, using both hand tools and power equipment. The job involves measuring property lines, digging post holes, setting gates, and ensuring proper alignment. Physical stamina is essential, as much of the work involves heavy lifting and outdoor labor in all weather conditions."
Detailed,47-4041,Hazardous Materials Removal Workers,hazardous materials removal workers,"Identify, remove, pack, transport, or dispose of hazardous materials, including asbestos, lead-based paint, waste oil, fuel, transmission fluid, radioactive materials, or contaminated soil. Specialized training and certification in hazardous materials handling or a confined entry permit are generally required. May operate earth-moving equipment or trucks.","Identify, remove, pack, transport, or dispose of hazardous materials, including asbestos, lead-based paint, waste oil, fuel, transmission fluid, radioactive materials, or contaminated soil. Specialized training and certification in hazardous materials handling or a confined entry permit are generally required. May operate earth-moving equipment or trucks.",,,,,,,"Hazardous materials removal workers protect public health by safely handling dangerous substances like asbestos, lead paint, and radioactive materials. They identify contaminated areas, use specialized equipment to remove hazards, and transport waste to approved disposal sites. This critical work requires extensive safety training, certification, and strict adherence to environmental regulations. Workers often wear protective suits and breathing apparatus while performing these potentially life-threatening tasks."
Detailed,47-4051,Highway Maintenance Workers,highway maintenance workers,"Maintain highways, municipal and rural roads, airport runways, and rights-of-way. Duties include patching broken or eroded pavement and repairing guard rails, highway markers, and snow fences. May also mow or clear brush from along road, or plow snow from roadway. Excludes “Tree Trimmers and Pruners” (37-3013).","Maintain highways, municipal and rural roads, airport runways, and rights-of-way. Duties include patching broken or eroded pavement and repairing guard rails, highway markers, and snow fences. May also mow or clear brush from along road, or plow snow from roadway.",,,,,,,"Highway maintenance workers ensure America's roads remain safe and functional for millions of daily commuters. They patch potholes, repair guardrails, replace highway signs, and clear debris from roadways. Seasonal duties include snow plowing and vegetation management along rights-of-way. The job requires working outdoors in all weather conditions while managing traffic safety concerns, making situational awareness and physical endurance essential qualities."
Detailed,47-4061,Rail-Track Laying and Maintenance Equipment Operators,rail-track laying and maintenance equipment operators,"Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators.","Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators.",,"<p>Rail-track laying and maintenance equipment operators actually build and maintain the railroad tracks that passenger and cargo trains run on. Most hold jobs in the transportation industry, but mining operations and quarries also require this kind of work.</p>",,,,,"Rail-track laying and maintenance equipment operators keep freight and passenger trains running safely by maintaining railroad infrastructure. They operate specialized machinery to lay new track, replace worn rails, and ensure proper ballast distribution. These workers also use tamping machines to stabilize railroad beds and cleaning equipment to maintain track drainage. The role requires mechanical aptitude and the ability to work as part of coordinated crews on active railway systems."
Detailed,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,septic tank servicers and sewer pipe cleaners,"Clean and repair septic tanks, sewer lines, or drains. May patch walls and partitions of tank, replace damaged drain tile, or repair breaks in underground piping.","Clean and repair septic tanks, sewer lines, or drains. May patch walls and partitions of tank, replace damaged drain tile, or repair breaks in underground piping.",,,,,,,"Septic tank servicers and sewer pipe cleaners maintain critical wastewater infrastructure that keeps communities healthy and functional. These workers clean clogged drains, repair broken underground pipes, and service septic systems. The job requires physical stamina and the ability to work in confined, unpleasant conditions, but provides essential services that prevent environmental contamination and public health hazards."
Detailed,47-4091,Segmental Pavers,segmental pavers,"Lay out, cut, and place segmental paving units. Includes installers of bedding and restraining materials for the paving units.","Lay out, cut, and place segmental paving units. Includes installers of bedding and restraining materials for the paving units.",,,,,,,"Segmental pavers create decorative and functional surfaces using interlocking stones, bricks, and concrete units. They carefully lay out patterns, cut materials to fit, and install the underlying bedding systems that ensure long-lasting pavements. These skilled craftspeople transform driveways, walkways, patios, and public spaces, combining technical precision with an eye for design to create durable, attractive surfaces."
Detailed,47-4099,"Construction and Related Workers, All Other","construction and related workers, all other",All construction and related workers not listed separately.,All construction and related workers not listed separately.,,,,,,,"Construction workers in specialized roles support building projects across residential, commercial, and infrastructure sectors. This diverse category includes trades and support positions not classified elsewhere, from equipment operators to specialty installers. These workers contribute essential skills to construction teams, helping transform architectural plans into finished structures that serve communities for decades."
Detailed,47-5011,"Derrick Operators, Oil and Gas","derrick operators, oil and gas",Rig derrick equipment and operate pumps to circulate mud or fluid through drill hole.,Rig derrick equipment and operate pumps to circulate mud or fluid through drill hole.,,,,,,,"Derrick operators manage the towering equipment that extracts oil and natural gas from deep underground. They operate sophisticated pumping systems that circulate drilling fluids through boreholes, maintaining pressure and removing debris during the drilling process. Working on drilling rigs often in remote locations, these operators play a crucial role in America's energy production infrastructure."
Detailed,47-5012,"Rotary Drill Operators, Oil and Gas","rotary drill operators, oil and gas","Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration. Excludes “Earth Drillers, Except Oil and Gas” (47-5023).","Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration.",,,,,,,"Rotary drill operators run the powerful machinery that penetrates earth and rock to reach underground oil and gas deposits. They set up and control drilling equipment, extract core samples for geological analysis, and monitor drilling progress during exploration and extraction operations. These skilled technicians work with complex hydraulic and mechanical systems to access the energy resources that power modern society."
Detailed,47-5013,"Service Unit Operators, Oil and Gas","service unit operators, oil and gas","Operate equipment to increase oil flow from producing wells or to remove stuck pipe, casing, tools, or other obstructions from drilling wells. Includes fishing-tool technicians.","Operate equipment to increase oil flow from producing wells or to remove stuck pipe, casing, tools, or other obstructions from drilling wells. Includes fishing-tool technicians.",,,,,,,"Service unit operators work to maximize oil production by operating specialized equipment that increases flow from existing wells. When drilling equipment gets stuck or obstructed, these technicians use fishing tools and other machinery to clear blockages and retrieve lost equipment. Their expertise keeps oil operations running smoothly and prevents costly downtime at drilling sites."
Detailed,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining","excavating and loading machine and dragline operators, surface mining","Operate or tend machinery at surface mining site, equipped with scoops, shovels, or buckets to excavate and load loose materials.","Operate or tend machinery at surface mining site, equipped with scoops, shovels, or buckets to excavate and load loose materials.",,,,,,,"These operators control heavy machinery like excavators and draglines to extract materials from open-pit mines and quarries. Using equipment fitted with massive scoops and buckets, they dig and load coal, ore, sand, and other loose materials onto trucks or conveyor systems. Their precise machine operation is essential for efficient surface mining operations."
Detailed,47-5023,"Earth Drillers, Except Oil and Gas","earth drillers, except oil and gas","Operate a variety of drills such as rotary, churn, and pneumatic to tap subsurface water and salt deposits, to remove core samples during mineral exploration or soil testing, and to facilitate the use of explosives in mining or construction. Includes horizontal and earth boring machine operators.","Operate a variety of drills such as rotary, churn, and pneumatic to tap subsurface water and salt deposits, to remove core samples during mineral exploration or soil testing, and to facilitate the use of explosives in mining or construction. Includes horizontal and earth boring machine operators.",,,,,,,"Earth drillers operate various drilling equipment to access underground resources and gather geological data. They use rotary, pneumatic, and other specialized drills to tap water sources, extract mineral samples for exploration, and create holes for construction blasting. Their work supports everything from well installation to environmental testing and mining preparation."
Detailed,47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters","explosives workers, ordnance handling experts, and blasters","Place and detonate explosives to demolish structures or to loosen, remove, or displace earth, rock, or other materials. May perform specialized handling, storage, and accounting procedures.","Place and detonate explosives to demolish structures or to loosen, remove, or displace earth, rock, or other materials. May perform specialized handling, storage, and accounting procedures.",,,,,,,"Explosives workers strategically place and detonate charges to demolish buildings, clear construction sites, and extract materials in mining operations. Beyond handling explosives, they must follow strict safety protocols, maintain detailed records, and ensure proper storage of dangerous materials. Their specialized training makes controlled demolition and excavation possible."
Detailed,47-5041,Continuous Mining Machine Operators,continuous mining machine operators,"Operate self-propelled mining machines that rip coal, metal and nonmetal ores, rock, stone, or sand from the mine face and load it onto conveyors, shuttle cars, or trucks in a continuous operation.","Operate self-propelled mining machines that rip coal, metal and nonmetal ores, rock, stone, or sand from the mine face and load it onto conveyors, shuttle cars, or trucks in a continuous operation.",,,,,,,"Continuous mining machine operators run self-propelled equipment that simultaneously cuts and loads materials from mine faces. These machines rip coal, ore, and rock directly from underground walls while immediately transferring materials to transport systems. Their skilled operation enables efficient extraction without the delays of traditional drill-and-blast mining methods."
Detailed,47-5043,"Roof Bolters, Mining","roof bolters, mining",Operate machinery to install roof support bolts in underground mine.,Operate machinery to install roof support bolts in underground mine.,,"<p>Although there are just a few thousand jobs for mining roof bolters in the entire United States, it remains a lucrative career path for high school graduates who are willing to undergo the job training needed. Most of these employees work in coal mining, with the bulk of the jobs concentrated in West Virginia and Kentucky. </p>",,,,,"Roof bolters work in the dangerous depths of underground mines, operating specialized machinery to install critical support bolts that prevent cave-ins. These workers ensure the structural integrity of mine tunnels and chambers, creating safer working conditions for their fellow miners. The job requires technical skill with heavy equipment and a thorough understanding of geological conditions that could threaten underground operations."
Detailed,47-5044,"Loading and Moving Machine Operators, Underground Mining","loading and moving machine operators, underground mining","Operate underground loading or moving machine to load or move coal, ore, or rock using shuttle or mine car or conveyors. Equipment may include power shovels, hoisting engines equipped with cable-drawn scraper or scoop, or machines equipped with gathering arms and conveyor.","Operate underground loading or moving machine to load or move coal, ore, or rock using shuttle or mine car or conveyors. Equipment may include power shovels, hoisting engines equipped with cable-drawn scraper or scoop, or machines equipped with gathering arms and conveyor.",,,,,,,"Loading and moving machine operators keep underground mining operations flowing by transporting coal, ore, and rock through tunnel systems. They operate complex equipment including power shovels, conveyor-equipped machines, and cable-drawn scrapers to move materials from extraction points to processing areas. These skilled operators must navigate tight underground spaces while managing heavy machinery that's essential to mining productivity."
Detailed,47-5049,"Underground Mining Machine Operators, All Other","underground mining machine operators, all other",All underground mining machine operators not listed separately.,All underground mining machine operators not listed separately.,,,,,,,"Underground mining machine operators handle specialized equipment that doesn't fit into standard categories, adapting to unique operational needs in subterranean environments. These versatile workers operate cutting-edge or custom machinery designed for specific mining conditions, requiring adaptability and technical expertise. Their role is crucial in maintaining efficient extraction processes in challenging underground settings."
Detailed,47-5051,"Rock Splitters, Quarry","rock splitters, quarry","Separate blocks of rough dimension stone from quarry mass using jackhammers, wedges, or chop saws.","Separate blocks of rough dimension stone from quarry mass using jackhammers, wedges, or chop saws.",,,,,,,"Rock splitters transform massive quarry stone into manageable blocks using jackhammers, wedges, and cutting saws. These skilled workers must read stone grain patterns and geological features to split rock efficiently while minimizing waste. Working outdoors in all weather conditions, they combine physical strength with technical knowledge to prepare dimension stone for construction and architectural projects."
Detailed,47-5071,"Roustabouts, Oil and Gas","roustabouts, oil and gas",Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.,Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.,,,,,,,"Roustabouts serve as the versatile workforce of oil and gas operations, assembling and repairing field equipment using hand and power tools. These adaptable workers handle diverse tasks from equipment maintenance to site preparation, often working in remote locations under challenging conditions. Their mechanical skills and willingness to tackle varied responsibilities keep drilling operations running smoothly."
Detailed,47-5081,Helpers--Extraction Workers,helpers--extraction workers,"Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area. Apprentice workers are classified with the appropriate skilled construction trade occupation (47-2011 through 47-2231).","Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area.",,,,,,,"Helpers in extraction industries support skilled workers like miners, drillers, and blasters by handling essential but less technical tasks. They supply equipment, clean work areas, and assist with basic operations at mining sites, oil rigs, and quarries. While the work requires physical stamina and safety awareness, it provides entry-level access to well-paying extraction careers without requiring specialized training."
Detailed,47-5099,"Extraction Workers, All Other","extraction workers, all other",All extraction workers not listed separately.,All extraction workers not listed separately.,,,,,,,"This broad category encompasses specialized extraction workers not covered by other classifications, including those in emerging mining technologies, niche resource extraction, and unique geological operations. These professionals work in diverse environments from deep-sea mining to rare earth element extraction, adapting their skills to evolving industry needs and innovative extraction methods."
Detailed,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","first-line supervisors of mechanics, installers, and repairers","Directly supervise and coordinate the activities of mechanics, installers, and repairers. May also advise customers on recommended services. Excludes team or work leaders.","Directly supervise and coordinate the activities of mechanics, installers, and repairers. May also advise customers on recommended services. Excludes team or work leaders.",,"<p>First-line supervisors of mechanics, installers, and repairers oversee the work of those professionals at automotive repair companies, real estate projects, building equipment contractors, and car dealerships. These jobs will likely remain steady as Americans remain dependent on cars.</p>",,,,,"These supervisors coordinate teams of mechanics, installers, and repair technicians across various industries. They assign work orders, ensure quality standards, manage schedules, and often interface directly with customers to recommend services. Beyond technical oversight, they handle administrative duties, training, and performance evaluations while maintaining expertise in the trades they supervise."
Detailed,49-2011,"Computer, Automated Teller, and Office Machine Repairers","computer, automated teller, and office machine repairers","Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines.","Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines.",,,,,,,"These technicians keep essential business equipment running smoothly, from desktop computers to complex office machinery. They diagnose problems, replace components, perform routine maintenance, and install new systems. With businesses increasingly dependent on technology, these repairers often work on-site at offices, banks, and retail locations, requiring both technical skills and customer service abilities."
Detailed,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers","radio, cellular, and tower equipment installers and repairers","Repair, install, or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage.","Repair, install, or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage.",,,,,,,"These specialists ensure reliable wireless and radio communications by installing, maintaining, and repairing transmission equipment. They work on cell towers, radio stations, emergency vehicle systems, and maritime communications. The job often involves climbing towers and working at heights, requiring physical fitness, technical expertise, and strict adherence to safety protocols in challenging environments."
Detailed,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","telecommunications equipment installers and repairers, except line installers","Install, set up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers’ property. May install communications equipment or communications wiring in buildings. Excludes “Telecommunications Line Installers and Repairers” (49-9052).","Install, set up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers' property. May install communications equipment or communications wiring in buildings.",,,,,,,"Telecommunications equipment installers and repairers keep our connected world running by installing and maintaining the complex systems that enable phone, internet, and cable services. They work both in central offices configuring switching and routing equipment, and at customer locations troubleshooting connectivity issues. These technicians also handle the installation of communications wiring in new buildings, ensuring reliable connections for businesses and homes."
Detailed,49-2091,Avionics Technicians,avionics technicians,"Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles.","Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles.",,,,,,,"Avionics technicians maintain the sophisticated electronic systems that keep aircraft safely in the sky. They install, test, and repair critical equipment including radar, navigation systems, radio communications, and missile control systems in both aircraft and space vehicles. Their precision work ensures pilots have reliable instruments and communication capabilities, making aviation safety possible through meticulous attention to complex electronic systems."
Detailed,49-2092,"Electric Motor, Power Tool, and Related Repairers","electric motor, power tool, and related repairers","Repair, maintain, or install electric motors, wiring, or switches.","Repair, maintain, or install electric motors, wiring, or switches.",,,,,,,"Electric motor and power tool repairers breathe new life into essential equipment that powers countless industries and household tasks. These skilled technicians diagnose problems and restore functionality to electric motors, power tools, and related electrical components. Their expertise spans everything from rewiring connections to replacing worn parts, ensuring that both professional-grade industrial equipment and everyday power tools operate safely and efficiently."
Detailed,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment","electrical and electronics installers and repairers, transportation equipment","Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment. Excludes “Avionics Technicians” (49-2091) and “Electronic Equipment Installers and Repairers, Motor Vehicles” (49-2096).","Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment.",,,,,,,"These specialized technicians install and maintain the electronic systems that keep transportation equipment connected and secure. They work on mobile communication equipment including navigation systems, surveillance technology, and security systems across trains, ships, and other vehicles. Their expertise ensures that transportation operators have reliable access to critical communication and safety systems while in motion."
Detailed,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","electrical and electronics repairers, commercial and industrial equipment","Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas. Excludes “Avionics Technicians” (49-2091), “Electrical and Electronics Installers and Repairers, Transportation Equipment” (49-2093), and “Electronic Equipment Installers and Repairers, Motor Vehicles” (49-2096).","Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas.",,,,,,,"Commercial and industrial electronics repairers maintain the electronic backbone of modern industry by servicing complex equipment like industrial controls, transmitters, and antenna systems. These technicians diagnose malfunctions, perform precision adjustments, and install new electronic systems that keep factories, communication networks, and industrial facilities operating smoothly. Their work requires deep technical knowledge and problem-solving skills."
Detailed,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","electrical and electronics repairers, powerhouse, substation, and relay","Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays.","Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays.",,,,,,,"These specialized technicians maintain the critical electrical infrastructure that keeps power flowing to communities. They inspect, test, and repair equipment at power plants, electrical substations, and relay systems that control electricity distribution. The work requires extensive technical knowledge of high-voltage systems and safety protocols, as even small mistakes can cause widespread power outages affecting thousands of people."
Detailed,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles","electronic equipment installers and repairers, motor vehicles","Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles.","Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles.",,,,,,,"These technicians install and repair the sophisticated electronic systems that make modern vehicles safer and more convenient. From GPS navigation and backup cameras to premium sound systems and hands-free communication devices, they ensure automotive electronics function properly. The role requires staying current with rapidly evolving automotive technology as vehicles become increasingly computerized and connected."
Detailed,49-2097,Audiovisual Equipment Installers and Repairers,audiovisual equipment installers and repairers,"Install, repair, or adjust audio or television receivers, stereo systems, camcorders, video systems, or other electronic entertainment equipment in homes or other venues. May perform routine maintenance. Excludes “Audio and Video Technicians” (27-4011).","Install, repair, or adjust audio or television receivers, stereo systems, camcorders, video systems, or other electronic entertainment equipment in homes or other venues. May perform routine maintenance.",,,,,,,"Audiovisual technicians bring entertainment and communication systems to life in homes, businesses, and venues. They install everything from home theater systems and conference room projectors to concert sound equipment and broadcast studio gear. Beyond installation, they troubleshoot technical problems and perform routine maintenance to keep complex audio and video systems running smoothly for optimal performance."
Detailed,49-2098,Security and Fire Alarm Systems Installers,security and fire alarm systems installers,"Install, program, maintain, and repair security and fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes. Excludes “Electricians” (47-2111) who do a broad range of electrical wiring.","Install, program, maintain, and repair security and fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes.",,"<p>These specialized technicians install and maintain fire alarms and security systems, as well as check that their work is in accordance with local building codes. Most people with this job work in the security industry—construction comes in second.</p>",,,,,"These installers protect lives and property by setting up sophisticated alarm systems that detect fires, break-ins, and other emergencies. They wire buildings, program control panels, and ensure all components meet strict safety codes and regulations. The work combines electrical expertise with knowledge of building codes, as properly functioning alarm systems can mean the difference between minor incidents and major disasters."
Detailed,49-3011,Aircraft Mechanics and Service Technicians,aircraft mechanics and service technicians,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems. Excludes “Avionics Technicians” (49-2091).","Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems.",,,,,,,"Aircraft mechanics ensure passenger and cargo planes operate safely by performing detailed inspections, repairs, and maintenance on engines and critical systems. They work on everything from hydraulic landing gear to pressurization systems, following strict federal regulations and manufacturer specifications. Their meticulous attention to detail is essential, as mechanical failures in aviation can have catastrophic consequences."
Detailed,49-3021,Automotive Body and Related Repairers,automotive body and related repairers,"Repair and refinish automotive vehicle bodies and straighten vehicle frames. Excludes “Automotive Glass Installers and Repairers” (49-3022) and “Coating, Painting, and Spraying Machine Setters, Operators, and Tenders” (51-9124).",Repair and refinish automotive vehicle bodies and straighten vehicle frames.,,,,,,,"Automotive body and related repairers restore vehicles to their pre-accident condition by fixing dents, replacing damaged panels, and refinishing paint jobs. These skilled technicians use specialized tools to straighten vehicle frames and ensure proper alignment. Many work in collision repair shops or dealerships, combining technical expertise with an artistic eye for color matching and surface preparation."
Detailed,49-3022,Automotive Glass Installers and Repairers,automotive glass installers and repairers,Replace or repair broken windshields and window glass in motor vehicles.,Replace or repair broken windshields and window glass in motor vehicles.,,,,,,,"Automotive glass installers and repairers specialize in replacing and fixing windshields, windows, and other glass components in vehicles. They must ensure proper sealing to prevent leaks and maintain structural integrity for safety features like airbags. These technicians often work mobile services, traveling to customers' locations, and must stay current with evolving automotive glass technologies and adhesive systems."
Detailed,49-3023,Automotive Service Technicians and Mechanics,automotive service technicians and mechanics,"Diagnose, adjust, repair, or overhaul automotive vehicles. Excludes “Automotive Body and Related Repairers” (49-3021), “Bus and Truck Mechanics and Diesel Engine Specialists” (49-3031), and “Electronic Equipment Installers and Repairers, Motor Vehicles” (49-2096).","Diagnose, adjust, repair, or overhaul automotive vehicles.",,,,,,,"Automotive service technicians and mechanics diagnose and repair everything from routine maintenance issues to complex engine problems. They use computerized diagnostic equipment to identify problems in modern vehicles' sophisticated systems. These professionals must continuously update their skills as automotive technology evolves, particularly with the growing prevalence of electric and hybrid vehicles requiring specialized knowledge."
Detailed,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,bus and truck mechanics and diesel engine specialists,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines.","Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines.",,"<p>Bus and truck mechanics and diesel engine specialists allow truckers to keep on truckin' by keeping their vehicles running smoothly through regular maintenance and repairs. Unsurprisingly, trucking employs the largest number of these specialized mechanics.</p>",,,,,"Bus and truck mechanics and diesel engine specialists maintain and repair heavy-duty vehicles that keep commerce and public transportation moving. They work on complex systems including air brakes, hydraulics, and computerized engine controls. These technicians often specialize in specific vehicle types or diesel engine applications, from long-haul trucks to marine vessels, requiring extensive knowledge of heavy machinery."
Detailed,49-3041,Farm Equipment Mechanics and Service Technicians,farm equipment mechanics and service technicians,"Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems. Excludes “Bus and Truck Mechanics and Diesel Engine Specialists” (49-3031).","Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems.",,,,,,,"Farm equipment mechanics and service technicians keep agricultural machinery running during critical planting and harvest seasons. They repair and maintain everything from tractors and combines to irrigation systems and dairy equipment. These specialists often work in rural settings and must understand both mechanical systems and agricultural operations, frequently providing emergency field repairs during time-sensitive farming periods."
Detailed,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","mobile heavy equipment mechanics, except engines","Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and mining. Excludes “Bus and Truck Mechanics and Diesel Engine Specialists” (49-3031) and “Rail Car Repairers” (49-3043).","Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and mining.",,"<p>What happens when the bulldozer breaks down on the construction site? Mobile heavy equipment mechanics diagnose the problem and repair the equipment. The majority of these skilled workers are employed by machinery wholesalers, though a smaller number work for contractors, local governments, and highway construction crews.</p>",,,,,"Mobile heavy equipment mechanics keep the massive machines that build our infrastructure running smoothly. They diagnose and repair bulldozers, cranes, excavators, and other heavy machinery used in construction, mining, and logging operations. These skilled technicians work with complex hydraulic, pneumatic, and mechanical systems, often in challenging outdoor environments where equipment breakdowns can halt entire projects."
